row,gold_set,provider,merchant_raw,description_raw,amount,direction,gold_leaf,gold_general,review_notes,agree,native_category_raw,plaid_leaf,plaid_general,native_leaf,native_general,pipeline_leaf,pipeline_general,pipeline_tier,gold_matches_native,gold_matches_pipeline,gold_matches_native_general,gold_matches_pipeline_general,excluded_from_v3_score_self_sourced_dict
294,v3_volume,equifax,GiffGaff.com,Visa purchase giffgaff 1929,12.0,debit,mobile_phone_contract,utilities_household_bills,giffgaff debit.,established,Utilities | Mobile Phone Contracts,,,mobile_phone_contract,utilities_household_bills,mobile_phone_contract,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
295,v3_volume,equifax,Clearpay,CLEARPAY,8.96,debit,bnpl,credit_loan_repayments,Clearpay debit.,established,Financial Services | BNPL,,,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,yes,yes,yes,yes,no
296,v3_volume,equifax,Uber Eats,Visa purchase UBER *EATS,23.77,debit,takeaway,eating_drinking_out,Uber Eats debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
297,v3_volume,equifax,Seasons Kitchen,SEASONS KITCHEN AN SEASONS KITCHEN AND FA,2.9,debit,restaurant_cafe,eating_drinking_out,Seasons Kitchen and Farm Shop £2.90; amount is cafe-like rather than a grocery shop.,yes,"Restaurants and takeaway | Restaurants, Cafes and Bistros",,,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T6_native_fallback,yes,yes,yes,yes,no
298,v3_volume,equifax,ASDA,ASDA STORES 4430  ON 22 SEP CLP,24.84,debit,groceries,groceries_household_essentials,Asda supermarket debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
299,v3_volume,equifax,BP,BP CLEVEDON SF CON  ON 19 NOV CPM BP CLEVEDON SF CONNECT,20.58,debit,fuel,transport_motoring,BP Clevedon SF Connect forecourt debit.,established,Commuting and travel | Fuel,,,fuel,transport_motoring,fuel,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
300,v3_volume,equifax,Clearpay,Clearpay Clearpay\125 Kingsway\clearpay.co.u\WC2B 6NH  GBRGBR,4.57,credit,refund_received,income_other,"Override prefill bnpl: Clearpay CREDIT is a BNPL refund, not a repayment.",established,Financial Services | BNPL,,,bnpl,credit_loan_repayments,bnpl,credit_loan_repayments,T4_dictionary,no,no,no,no,no
301,v3_volume,equifax,Revolut,REVOLUT *SHREY ASH REVOLUT *SHREY ASHOK CHAK,50.0,credit,transfer_p2p,transfers,"Revolut *SHREY ASHOK CHAK CREDIT; named person, not own-account.",no,Transfers / Other | Bank Transfer,,,transfer_bank_unspecified,transfers,transfer_own_account,transfers,T4_dictionary,no,no,yes,yes,no
302,v3_volume,equifax,Sky Bet,WWW.SKYBET.COM  ON 01 DEC BCC,10.0,debit,gambling_betting,gambling,Sky Bet stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
303,v3_volume,equifax,tiktok,"TIKTOK SHOP SELLER (VIA APPLE PAY), ON 30-10-2024",2.99,debit,marketplace_general,general_retail_marketplaces,Override prefill online_services: TikTok Shop Seller debit; shop is in the narrative so marketplace_general.,yes,Services | Web Services,,,web_services,digital_subscriptions_services,online_services,digital_subscriptions_services,T4_dictionary,no,no,no,no,no
304,v3_volume,equifax,Texaco,TEXACO DINAS POWYS,3.35,debit,fuel,transport_motoring,Texaco Dinas Powys forecourt debit.,established,Commuting and travel | Fuel,,,fuel,transport_motoring,fuel,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
305,v3_volume,equifax,Tesco,9156 20FEB25 C    TESCO STORES 3377 WESTON FAVELL GB,1.95,debit,groceries,groceries_household_essentials,Tesco supermarket debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
306,v3_volume,equifax,FoodHub,FoodHub,50.6,debit,takeaway,eating_drinking_out,FoodHub takeaway-ordering debit.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
307,v3_volume,equifax,Uber Eats,PAYPAL *UBER EATS EndToEndID: NOTPROVIDED,16.88,debit,takeaway,eating_drinking_out,PayPal *Uber Eats; underlying is Uber Eats.,established,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
308,v3_volume,equifax,Aldi,CARD PAYMENT TO ALDI 54 778 ON 14-10-2024,10.34,debit,groceries,groceries_household_essentials,Aldi debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
309,v3_volume,equifax,Lidl,Contactless Payment LIDL GB STOKE GIFFORD APPLEPAY 8175,10.76,debit,groceries,groceries_household_essentials,Lidl debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
310,v3_volume,equifax,Co-op,CO-OP GROUP 070724HOVE (SF),3.0,debit,groceries,groceries_household_essentials,Co-op Hove food debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
311,v3_volume,equifax,tiktok,4551 06SEP24  D   TIKTOK SHOP SELLERLONDON GB,14.6,debit,marketplace_general,general_retail_marketplaces,Override prefill online_services: TikTok Shop Seller debit; marketplace not the TikTok app.,yes,Services | Web Services,,,web_services,digital_subscriptions_services,online_services,digital_subscriptions_services,T4_dictionary,no,no,no,no,no
312,v3_volume,equifax,Tesco,TESCO STORES 5936  ON 28 MAR BCC Tesco,1.15,credit,refund_received,income_other,Override prefill groceries: Tesco CREDIT.,established,Transfers / Other | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,no,no,no,no
313,v3_volume,equifax,Yates,Vicki Yates Shania Yates,30.0,credit,transfer_p2p,transfers,"Vicki Yates / Shania Yates credit; named people, not Yates's pub.",yes,Transfers / Other | Pubs and Bars,,,pub_bar,eating_drinking_out,pub_bar,eating_drinking_out,T6_native_fallback,no,no,no,no,no
314,v3_volume,equifax,Scotmid Co-Op,Scotmid Co-operative SCOTMID COOP           NORTH EDINBUR GBR,14.45,debit,groceries,groceries_household_essentials,Scotmid Co-op food debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
315,v3_volume,equifax,Apple App Store,APPLE.COM/BILL,1.99,debit,software,digital_subscriptions_services,Apple.com/bill debit.,yes,Shopping (Discretionary) | Music and Downloads,,,streaming,digital_subscriptions_services,software,digital_subscriptions_services,T4_dictionary,no,yes,yes,yes,no
316,v3_volume,equifax,Child Tax Credit,ISOBEL CARSON CHILD TAX CREDIT EndToEndID: NOTPROVIDED,344.51,credit,benefits_state,income_benefits_state_support,Child Tax Credit credit £344.51; Isoebel Carson is the claimant name on a CTC payment.,established,,,,unclassified_other,unclassified,benefits_state,income_benefits_state_support,T4_dictionary,no,yes,no,yes,no
317,v3_volume,equifax,Play.com,Visa purchase GOOGLE *Google Play Ap,4.49,debit,software,digital_subscriptions_services,Google Play Apps debit (Equifax merchant Play.com).,established,Shopping (Discretionary) | TV and Online Shopping,,,retail_tv_online_shopping,general_retail_marketplaces,gaming_console_pc,entertainment_leisure,T4_dictionary,no,no,no,no,no
318,v3_volume,equifax,One Stop,"ONE STOP 6416 (VIA APPLE PAY), ON 20-10-2024",4.4,debit,convenience_store,groceries_household_essentials,One Stop convenience chain debit.,established,Shopping (Discretionary) | Newsagents and Convenience Stores,,,convenience_store,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,no,yes,yes,no
319,v3_volume,equifax,ASDA,Asda Store 4733,7.1,debit,groceries,groceries_household_essentials,Asda supermarket debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
320,v3_volume,equifax,Play.com,GOOGLE Google Play  ON 20 OCT BCC,1.99,debit,software,digital_subscriptions_services,Google Play debit.,established,Shopping (Discretionary) | TV and Online Shopping,,,retail_tv_online_shopping,general_retail_marketplaces,gaming_console_pc,entertainment_leisure,T4_dictionary,no,no,no,no,no
321,v3_volume,equifax,Topshop,TOP SHOP,7.2,debit,clothing_womens,clothing_personal_care,Topshop debit.,yes,Shopping (Fashion) | General Fashion,,,clothing_general,clothing_personal_care,clothing_womens,clothing_personal_care,T4_dictionary,no,yes,yes,yes,no
322,v3_volume,equifax,Playstation,PLAYSTATIONNETWORK  ON 22 DEC BCC,44.99,debit,gaming_console_pc,entertainment_leisure,PlayStation Network debit.,established,Shopping (Discretionary) | PC and Console Games,,,gaming_console_pc,entertainment_leisure,gaming_console_pc,entertainment_leisure,T4_dictionary,yes,yes,yes,yes,no
323,v3_volume,equifax,NISA,NISA LOCAL  ON 13 NOV CLP Nisa,11.0,debit,groceries,groceries_household_essentials,Nisa Local symbol-group grocer debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
324,v3_volume,equifax,Save The Change,SAVE THE CHANGE,1.91,debit,savings_transfer,savings_investments,Save the Change round-up debit.,established,,,,unclassified_other,unclassified,savings_transfer,savings_investments,T4_dictionary,no,yes,no,yes,no
325,v3_volume,equifax,Deliveroo, Roofoods Limited,51.64,credit,unclassified_other,unclassified,"Override prefill takeaway: Roofoods Limited (Deliveroo) CREDIT could be order refund, rider pay, or restaurant settlement; not unique.",established,Transfers / Other | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,no,no,no,no,no
326,v3_volume,equifax,One Stop,CARD PAYMENT TO ONE STOP 6416 ON 14-10-2024,7.95,debit,convenience_store,groceries_household_essentials,One Stop debit.,established,Shopping (Discretionary) | Newsagents and Convenience Stores,,,convenience_store,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,no,yes,yes,no
327,v3_volume,equifax,TFL,TFL TRAVEL CH  ON 04 NOV CLP,3.6,debit,public_transport_rail_coach,transport_motoring,TfL travel charge debit.,established,Commuting and travel | Trains and Coaches,,,public_transport_rail_coach,transport_motoring,public_transport_rail_coach,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
328,v3_volume,equifax,ASDA,NYA*Asda  ON 15 DEC CLP,3.0,debit,unclassified_other,unclassified,Override prefill groceries: NYA*Asda is Nayax unattended (vending vs air/jetwash); do not rubber-stamp Asda groceries.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,no,no,no,no,no
329,v3_volume,equifax,Child Tax Credit,CHILD TAX CREDIT,135.41,credit,benefits_state,income_benefits_state_support,Child Tax Credit credit.,established,,,,unclassified_other,unclassified,benefits_state,income_benefits_state_support,T4_dictionary,no,yes,no,yes,no
330,v3_volume,equifax,Sainsbury's,Contactless Payment SAINSBURYS S/MKTS 2024-07-14,13.0,debit,groceries,groceries_household_essentials,Sainsbury's supermarket debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
331,v3_volume,equifax,Home Retail,HOME RETAIL GROUP,18.13,debit,catalogue_retail,general_retail_marketplaces,Override prefill home_accessories: Home Retail Group is Argos Card / HRG Card Services. Adversarial: same Home Retail Group shopping debit as row 426 → catalogue_retail.,established,Shopping (Home) | Home Accessories,,,home_accessories,home_garden,catalogue_retail,general_retail_marketplaces,T4_dictionary,no,yes,no,yes,no
332,v3_volume,equifax,Morrisons,W M MORRISON STORE,6.75,debit,groceries,groceries_household_essentials,Morrisons supermarket debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
333,v3_volume,equifax,Morrisons,WM MORRISONS STORE,34.2,debit,groceries,groceries_household_essentials,Morrisons supermarket debit.,yes,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
334,v3_volume,equifax,Apple App Store,PAYPAL *APPLE.COM/  ON 26 NOV BCC,2.99,debit,software,digital_subscriptions_services,PayPal *Apple.com/bill; underlying is Apple.,yes,Shopping (Discretionary) | Music and Downloads,,,streaming,digital_subscriptions_services,software,digital_subscriptions_services,T4_dictionary,no,yes,yes,yes,no
335,v3_volume,equifax,Remitly,THIRD PARTY PAYMENT MADE VIA FASTER PAYMENT TO REMITLY UK REFERENCE R15637552497 SANTANDER REFERENCE R15637552497,60.0,debit,transfer_international,transfers,Remitly UK faster payment debit.,established,Transfers / Other | International Transfer,,,transfer_international,transfers,transfer_international,transfers,T4_dictionary,yes,yes,yes,yes,no
336,v3_volume,equifax,Leo Vegas Casino,LeoVegas,10.0,debit,gambling_casino,gambling,LeoVegas casino debit.,yes,Gambling and Betting | Poker and Casino Games,,,gambling_casino,gambling,gambling_unspecified,gambling,T5_R06,yes,no,yes,yes,no
337,v3_volume,equifax,eBay,eBay O*11-12272-23 eBay O*11-12272-23789,9.0,credit,refund_received,income_other,"Override prefill marketplace_general: eBay O* CREDIT uses the same purchase descriptor as card spend, so a purchase refund not a seller payout.",established,Transfers / Other | TV and Online Shopping,,,retail_tv_online_shopping,general_retail_marketplaces,marketplace_general,general_retail_marketplaces,T4_dictionary,no,no,no,no,no
338,v3_volume,equifax,McDonalds,PAYPAL *MCDONALDS  ON 10 NOV BCC PAYPAL *MCDONALDS 8260,1.49,debit,takeaway,eating_drinking_out,PayPal *McDonald's debit.,yes,Restaurants and takeaway | Take Away,,,takeaway,eating_drinking_out,takeaway,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
339,v3_volume,equifax,Tesco,TESCO STORES 6452    )))) EndToEndID: NOTPROVIDED,16.5,debit,groceries,groceries_household_essentials,Tesco supermarket debit.,established,Shopping (Household Essentials) | General Groceries,,,groceries,groceries_household_essentials,groceries,groceries_household_essentials,T4_dictionary,yes,yes,yes,yes,no
340,v3_volume,equifax,Matalan,CARD PAYMENT TO MATALAN STORE 271 ON 29-10-2024,35.0,debit,clothing_general,clothing_personal_care,Matalan store debit; clothing not a department store.,established,Shopping (Discretionary) | Department Stores,,,department_store,general_retail_marketplaces,clothing_general,clothing_personal_care,T4_dictionary,no,yes,no,yes,no
341,v3_volume,equifax,Bet365,BET365  ON 10 JAN BCC bet365,10.0,debit,gambling_betting,gambling,Bet365 stake debit.,established,Gambling and Betting | Betting,,,gambling_betting,gambling,gambling_betting,gambling,T4_dictionary,yes,yes,yes,yes,no
342,v3_volume,equifax,Sky,SKY TV  ************5744 DDR,56.0,debit,broadband_tv_phone,utilities_household_bills,Sky TV direct debit.,yes,"Utilities | Internet, TV and Phone",,,broadband_tv_phone,utilities_household_bills,broadband_tv_phone,utilities_household_bills,T4_dictionary,yes,yes,yes,yes,no
343,v3_volume,equifax,Greggs,"GREGGS PLC (VIA APPLE PAY), ON 15-09-2023",4.25,debit,restaurant_cafe,eating_drinking_out,Greggs debit.,established,"Restaurants and takeaway | Restaurants, Cafes and Bistros",,,restaurant_cafe,eating_drinking_out,restaurant_cafe,eating_drinking_out,T4_dictionary,yes,yes,yes,yes,no
344,v3_volume,equifax,Motor Fuel Group,"MFG NETHERTON (VIA APPLE PAY), ON 05-10-2024",12.65,debit,fuel,transport_motoring,MFG Netherton forecourt debit.,established,Commuting and travel | Fuel,,,fuel,transport_motoring,fuel,transport_motoring,T4_dictionary,yes,yes,yes,yes,no
