merchant_raw,description_raw,amount,direction,provider,native_category,source,provenance,haiku_leaf,sonnet_leaf,gold_leaf,notes
Post Office,Cash Deposit at 55 Wellington Street Manchester M18 8TX GB Post Office Banking Services,50.0,credit,equifax,Cash Deposit | Delivery,new,,cash_deposit,cash_deposit,cash_deposit,
Trading 212,4DqeGrE9oA9 Trading Twoonetwo,70.0,debit,equifax,Investments and Trading | Trading,new,,investment_trading,investment_trading,investment_trading,
Age UK,AGE UK ROYTON,5.99,debit,equifax,,new,,charitable_donation,charity_shop,charity_shop,Small Age UK point-of-sale purchase is most consistent with a charity shop.
Paypal,PayPal Paypal*PORTER JACK     Leicester     GBR,14.5,credit,equifax,Own Transfers | E-Commerce Payment System,new,,payment_intermediary,transfer_p2p,transfer_p2p,PayPal credit identifies an individual counterparty.
Royal Mail,Royal Mail ROYAL MAIL GROUP LTD   CHESTERFIELD  GBR,3.29,debit,equifax,Services | Delivery,new,,delivery_courier,delivery_courier,delivery_courier,
LOYALTY REWARD,MYREWARDS,5.13,credit,equifax,,new,,cashback,cashback,cashback,
Paypal,PAYPAL     21OCT23 PPWDL4DZJ222427TQ6 PPWD100000000K184I,82.0,credit,equifax,Transfers / Other | E-Commerce Payment System,new,,payment_intermediary,payment_intermediary,transfer_own_account,PPWDL reference identifies a withdrawal from PayPal into the bank account.
E.On,E.ON NEXT,58.0,debit,equifax,Utilities | Energy Providers,new,,energy,energy,energy,
Overpayments,HMRC NDDS,100.0,debit,equifax,,new,,tax_refund,income_other_unspecified,tax_payment,HMRC NDDS is a tax direct-debit payment.
Sky,Sky SKY DIGITAL Sky Digital,89.0,debit,equifax,"Utilities | Internet, TV and Phone",new,,broadband_tv_phone,broadband_tv_phone,broadband_tv_phone,
Trip.com,UBER *TRIP  ON 09 NOV BCC UBR* PENDING.UBER.COM,11.51,debit,equifax,Flights and Holidays | Holidays,new,,taxi_rideshare,taxi_rideshare,taxi_rideshare,
Plum,Plum PLUM,2.0,debit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Co-op,2152 29APR25 CD   CO-OP GROUP 070296ECCLESALL ROA GB,8.45,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Royal London Pensions,ROYAL LONDON,10.91,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
Tesco Bank,TESCO BANK,304.39,debit,equifax,Rent and Mortgage | Mortgages,new,,mortgage,mortgage,financial_institution_unspecified,Payment is to Tesco Bank but no mortgage or other product is identified.
Child Benefits,HMRC CHILD BENEFIT  STARKOWKAMIL870629 BGC,43.3,credit,equifax,,new,,benefits_state,benefits_state,benefits_state,
Tesco Bank,TESCO BANK,296.09,debit,equifax,Rent and Mortgage | Mortgages,new,,mortgage,mortgage,financial_institution_unspecified,Payment is to Tesco Bank but no mortgage or other product is identified.
RSPCA,RSPCA SHEFFIELD BRSHEFFIELD,26.25,debit,equifax,,new,,charitable_donation,charitable_donation,charitable_donation,
W.H.Smith,WH Smith Northwick  ON 21 MAR CPM WH SMITH NORTHWICK P,2.89,debit,equifax,"Books, Newspapers and Magazines | General Books",new,,books,books,books,
DVLA,DVLA-SB57GUC 000000000061269121 FIRST DDR PAYMENT DDR,42.0,debit,equifax,Automotive | Road Tax,new,,road_tax,road_tax,road_tax,
Nike,"WLT 27, Nikepos_Uk",4.95,debit,equifax,Shopping (Fashion) | Sportswear,new,,sportswear,sportswear,sportswear,
Primark,Contactless Payment PRIMARK STORES LTD,14.5,debit,equifax,Shopping (Fashion) | General Fashion,new,,clothing_general,clothing_general,clothing_general,
Just Eat,2065 15JAN23      JUST EAT          LONDON GB,27.6,debit,equifax,Restaurants and takeaway | Take Away,new,,takeaway,takeaway,takeaway,
Save the Pennies,SAVE THE PENNIES ************2572,1.13,credit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Overpayments,CENT REC GROUP DD  ST409642C DDR DWP Debt Management,10.0,debit,equifax,,new,,unclassified_other,debt_management_plan,debt_collection,DWP Debt Management is collecting a benefit overpayment; it is not a consumer DMP provider.
Trip.com,8841 19JUN25      UBER   *TRIP      HELP.UBER.COM GB,6.97,debit,equifax,Flights and Holidays | Holidays,new,,accommodation,taxi_rideshare,taxi_rideshare,Narrative is an Uber trip; Trip.com merchant label is misleading.
HMRC,3960217461A00105A Account HMRC Shipley,5149.44,debit,equifax,,new,,tax_payment,tax_payment,tax_payment,
Booker,SATHASIVAM N                             BOOKER,60.0,credit,equifax,Transfers / Other | Cash & Carry,new,,unclassified_other,cash_and_carry,transfer_p2p,"""Sathasivam N"" is an individual's personal name (Tamil first/last name). This is a personal peer-to-peer transfer from an individual with the payment reference ""BOOKER"". Commercial refunds from Booker Wholesale/Cash & Carry arrive via BACS under their official corporate entity name, not from an individual's personal bank account."
Post Office,Cash Deposit at 45 Robert Street Pontypridd CF37 3DY GB Post Office Banking Services,150.0,credit,equifax,Cash Deposit | Delivery,new,,cash_deposit,cash_deposit,cash_deposit,
Coinbase,Coinbase COINBASE               London        GBR,20.0,debit,equifax,Investments and Trading | Cryptocurrency,new,,crypto,crypto,crypto,
The Range,THE RANGE CD 7731,14.78,debit,equifax,Shopping (Home) | Home Accessories,new,,home_accessories,home_accessories,home_accessories,
Aldi,ALDI STORES LTD,5.37,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Monzo,Sent from Monzo Craig Greatrex,5.0,debit,equifax,Own Transfers | Bank Transfer,new,,transfer_own_account,transfer_p2p,transfer_p2p,Named-person Monzo transfer.
MetLife,METLIFE EUROPE,11.0,debit,equifax,,new,,insurance_general,insurance_life,insurance_life,MetLife is primarily a life and protection insurer.
Screwfix,4953 16SEP23 C    SCREWFIX DIR LTD  NORWICH B1680 GB,7.99,debit,equifax,Shopping (Home) | Tools,new,,tools,tools,tools,
Plum,To Plum,3.5,debit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Overpayments,Direct debit HMRC NDDS ************1697,328.16,debit,equifax,,new,,tax_payment,tax_payment,tax_payment,
AA,THE AA (BAXTERSTOR THE AA (BAXTERSTOREY),2.0,debit,equifax,Automotive | Breakdown Cover,new,,breakdown_cover,breakdown_cover,restaurant_cafe,"BaxterStorey is a workplace caterer and the £2 charge is food spend, not AA breakdown cover."
Lidl,Contactless Payment LIDL GB LONDON APPLEPAY 3240,1.38,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
MetLife,METLIFE EUROPE,20.0,debit,equifax,,new,,insurance_life,insurance_life,insurance_life,
DVLA,DVLA-LX06YLM,13.12,debit,equifax,Automotive | Road Tax,new,,road_tax,road_tax,road_tax,
Post Office,Cash Deposit at 1a Drakes Cross Parade Birmingham B47 5HD GB Post Office Banking Services,1000.0,credit,equifax,Cash Deposit | Delivery,new,,cash_deposit,cash_deposit,cash_deposit,
JD Sports,4608 21DEC23      JD SPORTS FASHION PLC               BURY GB,135.99,debit,equifax,Shopping (Fashion) | Sportswear,new,,sportswear,sportswear,sportswear,
Tenpin,TENPIN LTD - 160 CD 2832,18.0,debit,equifax,Entertainment | Days Out,new,,days_out,days_out,days_out,
Save The Change,SAVETHECHANGE-4464,1.98,debit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Trip.com,UBER *TRIP  ON 21 MAY BCC UBR* PENDING.UBER.COM,3.92,debit,equifax,Flights and Holidays | Holidays,new,,unclassified_other,taxi_rideshare,taxi_rideshare,Narrative explicitly identifies an Uber trip.
Google,Google GOOGLE *Google Storage 650-253-0000  USA,1.59,debit,equifax,Misc Card Spend | Foreign,new,,web_services,web_services,web_services,
Deliveroo,8206 15FEB24  D   DELIVEROO         LONDON GB,21.21,debit,equifax,Restaurants and takeaway | Take Away,new,,takeaway,takeaway,takeaway,
Cash App,Cash App Cash App               London        GBR,40.0,credit,equifax,Cash Deposit | Money Transfers,new,,unclassified_transfer,transfer_p2p,transfer_mobile_app,Cash App credit is a mobile-app transfer with no named counterparty.
HMRC,Hmrc,2000.0,debit,equifax,,new,,tax_payment,tax_payment,tax_payment,
Animal Friends Insurance,Direct Debit - First Payment ANIMAL FRIENDS INS 070976 05342230,30.17,debit,equifax,Insurance | Pet Insurance,new,,insurance_pet,insurance_pet,insurance_pet,
Bet365,BET365,20.0,debit,equifax,Gambling and Betting | Betting,new,,gambling_betting,gambling_betting,gambling_betting,
Pets at Home,PETS AT HOME LIMIT PETS AT HOME LIMITED REC,17.0,debit,equifax,Pets | Pet Accessories,new,,pet_supplies,pet_supplies,pet_supplies,
Holiday Extras,8117 03OCT24      WWW.HOLIDAY       EXTRAS.COM-       HYTHE GB,91.27,debit,equifax,Flights and Holidays | Airport Parking,new,,airport_parking,airport_parking,airport_parking,
Bet365,Bet365 BET365                 GIBRALTAR     GBR,10.0,debit,equifax,Gambling and Betting | Betting,new,,gambling_betting,gambling_betting,gambling_betting,
Wilko.com,WILKO RETAIL LIMIT WILKO RETAIL LIMITED,12.33,debit,equifax,Shopping (Home) | Home Accessories,new,,home_accessories,home_accessories,home_accessories,
Paddy Power,PADDY POWER,20.0,debit,equifax,Gambling and Betting | Betting,new,,gambling_betting,gambling_betting,gambling_betting,
HMRC,HMRC SA,1082.49,credit,equifax,,new,,tax_refund,tax_refund,tax_refund,
Royal London Pensions,ROYAL LONDON,59.33,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
ASDA,Visa credit ASDA GROCERIES ONLINE,0.2,credit,equifax,Refund | General Groceries,new,,groceries,groceries,refund_received,Visa credit is explicitly an ASDA refund.
Tenpin,TENPIN LTD - 210 Tenpin,5.6,debit,equifax,Entertainment | Days Out,new,,days_out,days_out,days_out,
Paypal,Discord PAYPAL *DISCORD        4029357733    USA,14.03,debit,equifax,Misc Card Spend | Foreign,new,,online_services,online_services,online_services,
Revolut,Revolut**3376*,15.0,debit,equifax,Transfers / Other | Bank Transfer,new,,transfer_own_account,transfer_own_account,transfer_own_account,
Capify,CV5FA3X Capify,407.08,debit,equifax,Financial Services | Business Loans,new,,business_loan_repayment,business_loan_repayment,business_loan_repayment,
Utilita,UTILITA ENERGY LIM  ON 01 AUG BCC,20.0,debit,equifax,Utilities | Energy Providers,new,,energy,energy,energy,
Prime,Amazon Prime*HJ3EV Amazon Prime*HJ3EV4KO4,8.99,debit,equifax,Amazon All | Amazon,new,,streaming,streaming,streaming,
State Pension,"BANK GIRO CREDIT REF PW420726C DWP SP, 000000002307543477",199.15,credit,equifax,,new,,pension_received,pension_received,pension_received,
MoonPay,Moonpay MoonPay 4354           Dublin        GBR,50.0,debit,equifax,Investments and Trading | Cryptocurrency,new,,crypto,crypto,crypto,
Royal London Pensions,ROYAL LONDON,22.0,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
Iceland,ICELAND FOODS,93.86,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Monzo,Sent from Monzo Craig Greatrex,5.0,debit,equifax,Own Transfers | Bank Transfer,new,,transfer_p2p,transfer_p2p,transfer_p2p,
Apple App Store,"APPLE.COM/BILL (VIA APPLE PAY), ON 27-02-2025",5.99,debit,equifax,Shopping (Discretionary) | Music and Downloads,new,,software,software,software,
LOYALTY REWARD,MYREWARDS,6.0,credit,equifax,,new,,cashback,cashback,cashback,
Vets Gen,PREMIER VET ALLIAN,17.75,debit,equifax,Pets | Pet Care,new,,veterinary,veterinary,veterinary,
Nest Pensions,"DIRECT DEBIT PAYMENT TO NEST CLIENT ACCOUN REF NEST00519623, MANDATE NO 0077",46.0,debit,equifax,,new,,pension_contribution,pension_contribution,pension_contribution,
Uber,Uber UBR* PENDING.UBER.COM  London        GBR,10.51,credit,equifax,Identified Salary | Taxis,new,,taxi_rideshare,taxi_rideshare,refund_received,Credit on an Uber card descriptor is most consistent with a ride reversal/refund.
W.H.Smith,WHSmith WH Smith Birmingham    Birmingham    GBR,13.64,debit,equifax,"Books, Newspapers and Magazines | General Books",new,,books,books,books,
HMRC,"STANDING ORDER VIA FASTER PAYMENT TO HMRC CUMBERNAULD REFERENCE 3323077877K , MANDATE NO 0102",25.0,debit,equifax,,new,,tax_payment,tax_payment,tax_payment,
W.H.Smith,WHSmith from Savings Pot WH Smith Chiswi        W4 5YA  LO    GBR,1.99,debit,equifax,"Books, Newspapers and Magazines | General Books",new,,books,books,books,
Co-op,7883 07NOV24 CD   QMC COOP          1159701384 GB,3.4,debit,equifax,Shopping (Household Essentials) | General Groceries,new,,groceries,groceries,groceries,
Save The Change,SAVETHECHANGE-8665,0.35,debit,equifax,,new,,savings_transfer,savings_transfer,savings_transfer,
Next,NEXT RETAIL LTD Next,25.0,debit,equifax,Shopping (Fashion) | General Fashion,new,,catalogue_retail,clothing_general,clothing_general,"NEXT RETAIL LTD and fashion native category indicate clothing, not catalogue repayment."
HMRC,HMRC SA  7198036318K00001 BGC,839.46,credit,equifax,,new,,tax_refund,tax_refund,tax_refund,
Paypal,PAYPAL            PPWDL5FZJ22232DGQ4FP 25/12/23 2124  PPWD100000000A3M8X,5.0,credit,equifax,Transfers / Other | E-Commerce Payment System,new,,payment_intermediary,payment_intermediary,transfer_own_account,
Packlink,PACKLINK,2.97,debit,equifax,Services | Delivery,new,,delivery_courier,delivery_courier,delivery_courier,
Apple App Store,Apple APPLE.COM/BILL         APPLE.COM/BIL IRL,0.99,debit,equifax,Shopping (Discretionary) | Music and Downloads,new,,software,software,software,
HMRC,To HMRC Cumbernauld,20000.0,debit,equifax,,new,,tax_payment,tax_payment,tax_payment,
DVLA,DVLA-CA68NAE,16.62,debit,equifax,Automotive | Road Tax,new,,road_tax,road_tax,road_tax,
PRA Group,PRA Group PRA GROUP              LONDON        GBR,132.0,debit,equifax,Financial Services | Debt Collection,new,,debt_collection,debt_collection,debt_collection,
Zopa,ZOPA BANK LIMITED,1250.0,credit,equifax,Identified Salary | Personal Loans,new,,personal_loan_repayment,loan_disbursement,loan_disbursement,Large credit from Zopa is a loan payout.
Just Eat,4817 03MAY25  D   JUST EAT          LONDON GB         REFUND,8.57,credit,equifax,Refund | Take Away,new,,takeaway,takeaway,refund_received,Narrative explicitly states REFUND.
Apple App Store,APPLE.COM/BILL IRELAND ON 11 NOV BCC Apple,10.99,debit,equifax,Shopping (Discretionary) | Music and Downloads,new,,software,software,software,
Marketplace,AMZNMktplace      amazon.co.uk,4.99,debit,equifax,Amazon All | Amazon,new,,marketplace_amazon,marketplace_amazon,marketplace_amazon,
Air Ambulance,CARD PAYMENT TO WALES AIR AMBULANCE ON 26-02-2025,1.0,debit,equifax,,new,,charitable_donation,charitable_donation,charitable_donation,
Apple App Store,Visa credit APPLE.COM/BILL,0.99,credit,equifax,Refund | Music and Downloads,new,,software,software,refund_received,Visa credit has a refund native category.
Allpay,6143 10JAN25      ALLPAY            *LINCOLNSHIRE H   BOSTON GB,35.0,debit,equifax,,new,,unclassified_other,rent,rent,Narrative identifies Lincolnshire Housing via Allpay.
State Pension,YP568632B DWP SP  ************5126 BGC,443.92,credit,equifax,,new,,pension_received,pension_received,pension_received,
Vets Gen,"Premier Vet Allian, MED00144016CHARL",18.5,debit,equifax,Pets | Pet Care,new,,veterinary,veterinary,veterinary,
LOYALTY REWARD,MYREWARDS,5.0,credit,equifax,,new,,cashback,cashback,cashback,
Solana,Exchanged to SOL,10.0,debit,equifax,Investments and Trading | Cryptocurrency,new,,crypto,crypto,crypto,
Burton,ONLINE FOOD ORDER BURTON UPON T,13.34,debit,equifax,Shopping (Fashion) | Mens Fashion,new,,takeaway,takeaway,takeaway,
Tesco Fuel,Tesco Petrol TESCO PFS 3766         ST AUSTELL    GBR,75.48,debit,equifax,Commuting and travel | Fuel,new,,fuel,fuel,fuel,
Citylink,STGCOACH/CTYLINK  ON 28 JUL CLP,2.0,debit,equifax,Commuting and travel | Trains and Coaches,new,,public_transport_rail_coach,public_transport_rail_coach,public_transport_rail_coach,
Just Eat,JUST EAT.CO.UK LIM                    REFERENCE: ************2024,242.68,credit,equifax,Identified Salary | Take Away,new,,takeaway,takeaway,salary_gig,Large credit from Just Eat with identified-salary native category is consistent with courier earnings.
Hastings Direct,BC18019953 Hastings Insurance Services,166.04,debit,equifax,Insurance | Motor Insurance,new,,insurance_motor,insurance_motor,insurance_motor,
Roadchef,VMS ROADCHEF WHSMISTAFFORD,27.08,debit,equifax,"Restaurants and takeaway | Restaurants, Cafes and Bistros",new,,restaurant_cafe,restaurant_cafe,convenience_store,
Aviva,263672/14/002 Aviva,20.0,debit,equifax,Insurance | General Insurance,new,,insurance_general,insurance_general,insurance_general,
Overpayments,CENT REC GROUP DD INITIAL PAYMENT,19.75,debit,equifax,,new,,income_other_unspecified,loan_repayment_dd,debt_collection,Central Recovery Group initial payment is a debt-recovery payment.
Trip.com,UBER *TRIP  ON 28 FEB BCC UBR* PENDING.UBER.COM,5.92,debit,equifax,Flights and Holidays | Holidays,new,,accommodation,taxi_rideshare,taxi_rideshare,Narrative explicitly identifies an Uber trip.
Zilch,ZILCH * CD 2800,17.49,debit,equifax,Financial Services | BNPL,new,,bnpl,bnpl,bnpl,
The Healthy Pet Club,HEALTHY PET CLUB  463/B0005267806 DDR Healthy Pet Club,18.99,debit,equifax,Pets | Pet Care,new,,pet_supplies,insurance_pet,veterinary,"Healthy Pet Club is a preventative veterinary-care plan, not pet insurance."
Apple App Store,CARD PAYMENT TO APPLE.COM/BILL ON 01-12-2022,4.49,debit,equifax,Shopping (Discretionary) | Music and Downloads,new,,software,software,software,
Selfridges,8015 03FEB25      ZILCH SELFRIDGES  MANCH             GB GB             REFUND,60.5,credit,equifax,Refund | Department Stores,new,,department_store,department_store,refund_received,Narrative explicitly states REFUND.
