merchant,final_leaf,tier,haiku_leaf,sonnet_leaf,sonnet_conf,opus_leaf,general_category,plaid_n
a strange,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,72
power leisure,gambling_betting,accepted_tiebreak,entertainment_other,gambling_betting,0.7,gambling_betting,gambling,72
church street minimarket,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,72
nicole smith,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.85,,transfers,72
hmrc shipley,tax_payment,auto_accept,tax_payment,tax_payment,0.95,,council_tax_government,71
forester life,insurance_life,accepted,insurance_life,insurance_life,0.85,,insurance,71
scott grimmond,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,71
go local xtra,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,71
m coe,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,71
c pick and pay,groceries,accepted_general,groceries,groceries,0.55,convenience_store,groceries_household_essentials,71
lion garage,fuel,accepted_tiebreak,vehicle_servicing,fuel,0.55,fuel,transport_motoring,71
evology parking,car_parking,auto_accept,car_parking,car_parking,0.9,,transport_motoring,71
horizon parking,car_parking,auto_accept,car_parking,car_parking,0.92,,transport_motoring,71
decorum vending,confectionary,accepted_tiebreak,confectionary,confectionary,0.5,confectionary,groceries_household_essentials,71
goshcc,charitable_donation,accepted,charitable_donation,charitable_donation,0.85,,charitable_political_giving,71
a hunter,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,71
uppal convenience stor,convenience_store,auto_accept,convenience_store,convenience_store,0.9,,groceries_household_essentials,71
kellie roachford mum,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,71
reynoldscateringsu,catering,accepted_tiebreak,catering,catering,0.55,catering,eating_drinking_out,71
harry eastwood,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,71
bristol airport,airport_spend,accepted_tiebreak,airport_spend,airport_spend,0.6,airport_spend,travel_holidays,71
ezee shop,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,71
cd the railway,pub_bar,accepted_tiebreak,pub_bar,pub_bar,0.55,pub_bar,eating_drinking_out,71
carpatica,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,71
octopus electroverse,fuel,accepted_tiebreak,energy,fuel,0.72,fuel,transport_motoring,70
newsmarket,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,70
usworth wash,carwash,accepted,carwash,carwash,0.85,,transport_motoring,70
cd k and g super store,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,70
james robinson donna,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,70
sealy beds,bedding,accepted_tiebreak,bedding,unclassified_other,0.4,bedding,home_garden,70
insurance,insurance_general,accepted_tiebreak,insurance_general,insurance_general,0.65,insurance_general,insurance,70
my mango,public_transport_rail_coach,human_reviewed,unclassified_other,transfer_own_account,0.4,money_management_service,transport_motoring,70
g a jenkins food ft,groceries_specialist,accepted_tiebreak,groceries_specialist,groceries,0.55,groceries_specialist,groceries_household_essentials,70
curley s,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
recurrent,unclassified_recurring,accepted_tiebreak,unclassified_recurring,unclassified_recurring,0.6,unclassified_recurring,unclassified,70
close brothers,car_finance_repayment,accepted,car_finance_repayment,car_finance_repayment,0.75,,credit_loan_repayments,70
quay street premier,unclassified_other,abstain_residual,convenience_store,clothing_general,0.4,groceries,unclassified,70
barnbygate conveni,convenience_store,accepted,convenience_store,convenience_store,0.85,,groceries_household_essentials,70
d rowbottom,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
prashant joshi,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
shop,unclassified_other,abstain_residual,unclassified_other,convenience_store,0.4,retail_small_independent,unclassified,70
j hill,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
christopher john,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,70
ashley baker,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,70
boost juice,restaurant_cafe,accepted,restaurant_cafe,restaurant_cafe,0.75,,eating_drinking_out,70
ballingry store,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.4,,unclassified,70
today's local,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.6,convenience_store,groceries_household_essentials,70
t cooper,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,70
mob miss caitlan bywat,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,70
coinadrink ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,70
starline competitions,prize_competitions,accepted_tiebreak,prize_competitions,prize_competitions,0.6,prize_competitions,gambling,70
veezu cd,taxi_rideshare,accepted_tiebreak,unclassified_other,taxi_rideshare,0.55,taxi_rideshare,transport_motoring,70
n sultan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,70
zidane ltd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,70
darren,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,70
win on,convenience_store,accepted_tiebreak,pub_bar,convenience_store,0.4,convenience_store,groceries_household_essentials,70
miss s,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,70
eg on the move rotherham,convenience_store,accepted_tiebreak,convenience_store,fuel,0.6,convenience_store,groceries_household_essentials,70
butterstyle conveni,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.65,convenience_store,groceries_household_essentials,70
luton exp drop off,unclassified_other,abstain_residual,delivery_courier,car_parking,0.5,airport_parking,unclassified,70
axs,sports_tickets,accepted_general,sports_tickets,sports_tickets,0.55,live_music,entertainment_leisure,70
north point convenienc,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,70
jan arc leones,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.5,transfer_p2p,transfers,70
taylor d itf,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,70
brighton and hove bus and,public_transport_rail_coach,auto_accept,public_transport_rail_coach,public_transport_rail_coach,0.9,,transport_motoring,69
william moutray and,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
livu,online_dating,human_reviewed,gaming_mobile,restaurant_cafe,0.5,online_dating,digital_subscriptions_services,69
sam's convenience store,convenience_store,auto_accept,convenience_store,convenience_store,0.9,,groceries_household_essentials,69
jack pennington,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
nikita x,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
davies hl,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
pipe technologies,unclassified_other,abstain_residual,business_services,business_services,0.4,broadband_tv_phone,unclassified,69
nikepos uk,sportswear,accepted,sportswear,sportswear,0.85,,clothing_personal_care,69
samin,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
liza m watkins,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
bembridge convenience sto,convenience_store,auto_accept,convenience_store,convenience_store,0.9,,groceries_household_essentials,69
openrent,rent,accepted,rent,rent,0.75,,housing,69
bamburgh cd,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,69
miss j m salmon,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
classic essentials,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,69
m & s simply food,groceries,auto_accept,groceries,groceries,0.9,,groceries_household_essentials,69
mr thomas w bonnar,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,69
american home shield,insurance_home,accepted_tiebreak,insurance_home,insurance_home,0.6,insurance_home,insurance,69
pier insurance,insurance_general,accepted_tiebreak,insurance_general,insurance_general,0.6,insurance_general,insurance,69
central co-op,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,69
miss clare fisher,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,69
cd gateway resort ltd,accommodation,accepted_tiebreak,accommodation,accommodation,0.55,accommodation,travel_holidays,69
cross keys homes,rent,human_reviewed,unclassified_other,housing_other,0.4,rent,housing,69
c princes group,unclassified_other,abstain_residual,takeaway,restaurant_cafe,0.4,unclassified_card_spend,unclassified,69
albion,unclassified_other,abstain_residual,gambling_casino,gambling_unspecified,0.5,pub_bar,unclassified,69
britannia inn,pub_bar,accepted_tiebreak,accommodation,pub_bar,0.6,pub_bar,eating_drinking_out,69
animal healthcare,veterinary,accepted_tiebreak,veterinary,veterinary,0.6,veterinary,pets,69
canvauk,unclassified_other,abstain_residual,unclassified_other,retail_other,0.4,software,unclassified,69
onestopvendingltd,confectionary,accepted_tiebreak,confectionary,convenience_store,0.5,confectionary,groceries_household_essentials,69
cd family shopper,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,69
kings park con,unclassified_other,abstain_residual,unclassified_other,days_out,0.35,unclassified_card_spend,unclassified,69
marland service station,fuel,accepted_tiebreak,fuel,fuel,0.65,fuel,transport_motoring,69
venters a,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,69
london taxi,taxi_rideshare,accepted,taxi_rideshare,taxi_rideshare,0.7,,transport_motoring,68
b harding,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.7,,transfers,68
livuchat com,online_dating,human_reviewed,online_services,adult_entertainment,0.5,online_dating,digital_subscriptions_services,68
topupmeters limited,energy,human_reviewed,unclassified_other,utility_other,0.45,energy,utilities_household_bills,68
christopher fawcett,transfer_p2p,accepted,transfer_p2p,transfer_p2p,0.75,,transfers,68
tyler towse,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.65,transfer_p2p,transfers,68
west nic records,unclassified_other,abstain_confirmed,government_services,unclassified_other,0.3,unclassified_other,unclassified,68
n holly,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,68
counter solutions,unclassified_other,abstain_confirmed,payment_intermediary,unclassified_other,0.3,unclassified_other,unclassified,68
the annexe store,convenience_store,accepted_tiebreak,convenience_store,convenience_store,0.55,convenience_store,groceries_household_essentials,68
showcase cinema,cinema,auto_accept,cinema,cinema,0.97,,entertainment_leisure,68
danielle knott & frederick knott,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,68
me group international pl,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,68
wisla supermarket,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,68
c sovereign centre,convenience_store,accepted_tiebreak,convenience_store,groceries,0.5,convenience_store,groceries_household_essentials,68
fenham stores ltd,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,68
l mcdowell,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.55,transfer_p2p,transfers,68
normoss motors,vehicle_maintenance,accepted_general,vehicle_maintenance,vehicle_maintenance,0.5,vehicle_servicing,transport_motoring,68
llf games limited,gaming_online,accepted_tiebreak,gaming_online,gaming_console_pc,0.5,gaming_online,entertainment_leisure,68
nco europe debt collection,debt_collection,auto_accept,debt_collection,debt_collection,0.9,,high_cost_distress_credit,68
nuns bridge filling stati,fuel,accepted,fuel,fuel,0.85,,transport_motoring,68
foodhub cd,takeaway,accepted_tiebreak,groceries,takeaway,0.7,takeaway,eating_drinking_out,68
southern co op retail,groceries,accepted,groceries,groceries,0.75,,groceries_household_essentials,68
nash supermarket,groceries,accepted,groceries,groceries,0.85,,groceries_household_essentials,68
ionos,web_services,accepted,web_services,web_services,0.75,,digital_subscriptions_services,68
corner store,convenience_store,accepted,convenience_store,convenience_store,0.7,,groceries_household_essentials,68
the old school house,restaurant_cafe,accepted_general,restaurant_cafe,restaurant_cafe,0.6,pub_bar,eating_drinking_out,68
urquhart o,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,68
rush competitions,prize_competitions,accepted,prize_competitions,prize_competitions,0.75,,gambling,68
y leck,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,68
k naylor,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,68
kaci graham jade,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,68
sonirix,unclassified_other,abstain_confirmed,unclassified_other,unclassified_other,0.3,,unclassified,68
bristow and sutor,debt_enforcement,accepted_tiebreak,unclassified_other,debt_enforcement,0.85,debt_enforcement,high_cost_distress_credit,68
niib t,car_finance_repayment,accepted_tiebreak,personal_loan_repayment,car_finance_repayment,0.75,car_finance_repayment,credit_loan_repayments,68
ride taxis,taxi_rideshare,accepted,taxi_rideshare,taxi_rideshare,0.85,,transport_motoring,68
adams news,convenience_store,accepted,convenience_store,convenience_store,0.75,,groceries_household_essentials,68
staple hill post offic,government_services,accepted,government_services,government_services,0.7,,council_tax_government,68
joseph bartleton,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,68
cd bornefit,gym_fitness,accepted_tiebreak,gym_fitness,gym_fitness,0.5,gym_fitness,health_medical,68
shropshire council,council_tax,accepted,council_tax,council_tax,0.7,,council_tax_government,67
vdp-the vin craiga,alcohol_wine,accepted_tiebreak,groceries_specialist,alcohol_wine,0.5,alcohol_wine,groceries_household_essentials,67
dreams 2 reality,unclassified_other,abstain_confirmed,unclassified_other,gambling_unspecified,0.5,unclassified_other,unclassified,67
greig,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,67
farisa hassan,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,67
k foster,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,67
james brown,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,67
c curtis,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,67
robyn pottage,transfer_p2p,accepted_tiebreak,transfer_p2p,transfer_p2p,0.6,transfer_p2p,transfers,67
