merchant_raw,description_raw,amount,direction,native_category,gold_leaf,target_leaf
,Cash Advance,330,credit,TRANSFER_IN_CHECKS_AND_ATM,cash_advance,cash_advance
,CASH FEE,15.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH ADVANCE FEE,3.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,UNARRANGED OVERDRAFT CHARGES 14JAN23-15FEB23,15.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16MAR23-14APR23,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 15APR23-15MAY23,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,"Cash Transaction Fee, 29 MAR000000050.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,PAID REFERRAL FEE 30MAY A/C 49040138,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16DEC22-13JAN23,10.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 14JAN23-15FEB23,10.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16FEB23-15MAR23,10.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16MAR23-14APR23,10.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,BALANCE TRANSFER REQUEST 5677,1500.0,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,UNARRANGED OVERDRAFT CHARGES 16JUL22-15AUG22,25.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16AUG22-15SEP22,15.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16SEP22-14OCT22,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 15OCT22-15NOV22,25.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16DEC22-13JAN23,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,PAID REFERRAL FEE 03FEB A/C 17698138,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE,2.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, GBP5 MAY000000050.00 05 MAY000000050.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,3.1,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,PAID REFERRAL FEE 03JAN A/C 85819980,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,"Cash Transaction Fee, 20 DEC000000051.90",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 30 DEC000000051.90",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, GBP9 JAN000000051.90 09 JAN000000051.90",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 10 FEB000000051.90",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 29 MAY000000040.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Interest On Your Cash Balance, INTEREST 24408% FROM 04 Jun, (2.4616% On Purchases Shown On Last Statement) CASH INTEREST CHARGE",5.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Interest On Your Cash Balance, INTEREST 24408% FROM 02 Jul, (2.4616% On Purchases Shown On Last Statement) CASH INTEREST CHARGE",0.8,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Interest On Your Cash Balance, INTEREST 24408% FROM 02 Aug, (2.4616% On Purchases Shown On Last Statement) CASH INTEREST CHARGE",0.01,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 23 DEC000000050.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 0961,2.91,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 22 JUN000000005.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 18 NOV000000458.00",13.69,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH ADVANCE FEE,5.98,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH ADVANCE FEE,4.49,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 12 JUN000000040.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, GBP8 JUN000000010.00 08 JUN000000010.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,UNARRANGED OVERDRAFT CHARGES 16NOV22-15DEC22,10.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 15APR23-15MAY23,15.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,PAID REFERRAL FEE 31OCT A/C 10366633,40.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE,1.94,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,BALANCE TRANSFER REQUEST 5677,800.0,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,BALANCE TRANSFER,2157.34,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,Sent from Monzo Bba Ovdrft,150.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE,25.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Interest On Your Cash Balance, INTEREST 2.2025% CASH INTEREST CHARGE",15.47,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 31 DEC000000100.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,0.25,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,1.37,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,0.3,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,0.01,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 10 FEB000000020.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,0.69,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,0.06,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,6.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,0.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Card Balance Transfer Fee CARD BALANCE TRANSFER FEE,280.67,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,Card Balance Transfer CARD BALANCE TRANSFER,8910.0,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,"Cash Transaction Fee, 25 SEP000000010.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,PAID REFERRAL FEE 01MAY A/C 19329638,60.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE 9540,15.09,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2918,4.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2918,0.9,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,3.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,1.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,19.02,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,7.92,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,7.82,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,9.81,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,4.36,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,7.86,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,PAID REFERRAL FEE 01SEP A/C 00620701,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE,5.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,2.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,1.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,10.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,12.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,4.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 18 FEB000000030.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,9.14,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,3.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,0.4,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,7.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,2.4,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,0.88,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,0.89,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,1.7,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,0.9,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,3.9,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,6.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH ADVANCE FEE,4.07,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,7.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,7.98,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 21 JUN000000260.57",7.79,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2802,1.2,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2802,1.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,1.67,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,2.1,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,1.2,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2380,2.7,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,UNARRANGED OVERDRAFT CHARGES 15FEB25-14MAR25,10.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 15MAR25-15APR25,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,"Cash Transaction Fee, 24 JUL000000523.49",15.65,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Interest On Your Cash Balance, INTEREST 18491% FROM 11 Sep, (1.87% On Purchases Shown On Last Statement) CASH INTEREST CHARGE",15.94,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 9708,32.32,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 9708,6.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 9708,7.56,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,1.64,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 30 MAR000000040.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,1.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 19 MAY000000042.15",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 11 OCT000000099.07",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,3.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,UNARRANGED OVERDRAFT CHARGES 16MAY24-14JUN24,15.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16JUL24-15AUG24,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16AUG24-13SEP24,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 14SEP24-15OCT24,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16MAY24-14JUN24,10.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,PAID REFERRAL FEE 01NOV A/C 83737340,40.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16FEB24-15MAR24,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 15JUN24-15JUL24,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH ADVANCE FEE,6.58,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,BALANCE TRANSFER REQUEST 5301,3857.39,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,BALANCE TRANSFER FEE 5301,115.34,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,CASH ADVANCE FEE,3.89,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 0130,1.2,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 0130,2.4,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 0130,6.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 0130,3.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, GBP3 APR000000053.62 03 APR000000053.62",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 23 APR000000087.10",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH ADVANCE FEE,74.37,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,UNARRANGED OVERDRAFT CHARGES 16DEC23-15JAN24,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE 9540,5.12,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2918,2.7,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 2918,2.4,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,BBA ovdrft Bba Ovdrft,120.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,"Cash Transaction Fee, 24 APR000000300.00",8.97,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,4.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, GBP7 JUL000000020.00 07 JUL000000020.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,3.19,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,1.66,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,7.59,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 1267,3.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 13 SEP000000010.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Interest On Your Cash Balance, INTEREST 1.8483% CASH INTEREST CHARGE",0.01,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 7647,1.56,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 7647,0.15,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 7647,1.26,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,0.3,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 7647,7.26,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 7647,7.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 7647,0.9,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 7647,7.56,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,Interest On Your Cash Balance CASH INTEREST CHARGE,1.07,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Cash Transaction Fee, 29 JUL000000030.00",2.99,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,2.07,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,PAID REFERRAL FEE 15NOV A/C 00172186,60.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,PAID REFERRAL FEE 31JAN A/C 76090906,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16OCT24-15NOV24,30.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,PAID REFERRAL FEE 04OCT A/C 25963139,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE,3.06,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,7.8,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,UNARRANGED OVERDRAFT CHARGES 16MAY24-14JUN24,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16OCT24-15NOV24,15.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16NOV24-13DEC24,5.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 14DEC24-15JAN25,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,UNARRANGED OVERDRAFT CHARGES 16JAN25-14FEB25,15.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,BALANCE TRANSFER REQUEST 6278,3000.0,debit,Balance Transfers | Bank Transfer,balance_transfer,balance_transfer
,PAID REFERRAL FEE 28MAR A/C 61132837,20.0,debit,Bank Charges and Returns | Unarranged Overdraft,overdraft_unarranged,overdraft_unarranged
,CASH FEE 1765,9.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 1765,3.0,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE 1765,4.8,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,CASH FEE,28.5,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
,"Interest On Your Cash Balance, INTEREST 1.8483% CASH INTEREST CHARGE",0.38,debit,Bank Charges and Returns | Cash Advance Fees,cash_advance_fee,cash_advance_fee
